"Wines & Winemakers Winery, Portugal",,,,
"Testarossa Winery, US","300 College Ave, Los Gatos, CA 95030, USA","[37.21347799999999, -121.981544]",222,
"DFJ Vinhos Winery, Portugal","Quinta Fonte Bela, 2070-681 Vila ChÃ£ de Ourique, SantarÃ©m, Portugal","[39.153059, -8.733476]",218,
"Williams Selyem Winery, US","7227 Westside Rd, Healdsburg, CA 95448, USA","[38.5204049, -122.8667194]",215,
"Louis Latour Winery, France","18 Rue des Tonneliers, 21200 Beaune, France","[47.0240114, 4.8404783]",211,
"Columbia Crest Winery, US","178810 WA-221, Paterson, WA 99345, USA","[45.9570837, -119.6095194]",199,
"Kendall-Jackson Winery, US","5007 Fulton Rd, Fulton, CA 95403, USA","[38.5069448, -122.7728944]",196,
"Undurraga Winery, Chile","Camino a Melipilla 34, Talagante, RegiÃ_n Metropolitana, Chile","[-33.6469213, -70.886015]",194,
"Robert Mondavi Winery, US","7801 St Helena Hwy, Oakville, CA 94562, USA","[38.4412684, -122.4098023]",164,
"Feudi di San Gregorio Winery, Italy","LocalitÃ  Cerza Grossa, 83050 Sorbo Serpico AV, Italy","[40.9110653, 14.8676586]",159,
"Domaine Zind-Humbrecht Winery, France","4 Route de Colmar, 68230 Turckheim, France","[48.0842451, 7.296513000000001]",130,
"Kunde Winery, US","9825 Sonoma Hwy, Kenwood, CA 95452, USA","[38.412206, -122.5398302]",126,
"Terre Rouge Winery, US","10801 Dickson Rd, Plymouth, CA 95669, USA","[38.5203975, -120.8238467]",125,
"Dutton-Goldfield Winery, US","3100 Gravenstein Hwy N, Sebastopol, CA 95472, USA","[38.4372408, -122.8583184]",118,
"D'Arenberg Winery, Australia","Osborn Rd, McLaren Vale SA 5171, Australia","[-35.19721639999999, 138.5511368]",117,
"Errazuriz Winery, Chile","E-639 18, Panquehue, RegiÃ_n de ValparaÃ_so, Chile","[-32.7993169, -70.8280146]",117,
,,,113,
,,,113,
,,,113,
,,,112,
,,,112,
,,,111,
,,,109,
,,,108,
,,,107,
,,,106,
,,,105,
,,,104,
,,,102,
,,,102,
,,,102,
,,,101,
,,,101,
,,,101,
,,,100,
,,,100,
,,,100,
,,,99,
,,,98,
,,,98,
,,,98,
,,,98,
,,,98,
,,,96,
,,,96,
,,,96,
,,,95,
,,,95,
,,,95,
,,,95,
,,,94,
,,,94,
,,,93,
,,,93,
,,,93,
,,,93,
,,,90,
,,,90,
,,,89,
,,,89,
,,,88,
,,,87,
,,,86,
,,,86,
,,,85,
,,,85,
,,,85,
,,,85,
,,,85,
,,,85,
,,,84,
,,,84,
,,,84,
,,,84,
,,,84,
,,,83,
,,,83,
,,,83,
,,,83,
,,,83,
,,,81,
,,,81,
,,,81,
,,,81,
,,,80,
,,,80,
,,,80,
,,,78,
,,,78,
,,,77,
,,,77,
,,,76,
,,,76,
,,,76,
,,,75,
,,,75,
,,,75,
,,,74,
,,,74,
,,,74,
,,,74,
,,,73,
,,,73,
,,,73,
,,,73,
,,,73,
,,,73,
,,,72,
,,,72,
,,,72,
,,,72,
,,,72,
,,,71,
,,,71,
,,,71,
,,,71,
,,,71,
,,,71,
,,,71,
,,,70,
,,,70,
,,,70,
,,,69,
,,,69,
,,,69,
,,,69,
,,,69,
,,,68,
,,,68,
,,,67,
,,,67,
,,,67,
,,,67,
,,,67,
,,,67,
,,,66,
,,,66,
,,,66,
,,,66,
,,,66,
,,,66,
,,,66,
,,,66,
,,,65,
,,,65,
,,,65,
,,,65,
,,,65,
,,,65,
,,,65,
,,,65,
,,,65,
,,,65,
,,,65,
,,,65,
,,,64,
,,,64,
,,,64,
,,,64,
,,,64,
,,,64,
,,,64,
,,,64,
,,,64,
,,,63,
,,,63,
,,,63,
,,,63,
,,,63,
,,,63,
,,,63,
,,,62,
,,,62,
,,,62,
,,,62,
,,,62,
,,,62,
,,,62,
,,,61,
,,,61,
,,,61,
,,,61,
,,,61,
,,,61,
,,,61,
,,,61,
,,,60,
,,,60,
,,,60,
,,,60,
,,,60,
,,,60,
,,,60,
,,,60,
,,,59,
,,,59,
,,,59,
,,,59,
,,,59,
,,,59,
,,,58,
,,,58,
,,,58,
,,,58,
,,,58,
,,,58,
,,,57,
,,,57,
,,,57,
,,,57,
,,,57,
,,,57,
,,,57,
,,,57,
,,,57,
,,,57,
,,,57,
,,,56,
,,,56,
,,,56,
,,,56,
,,,56,
,,,56,
,,,56,
,,,56,
,,,56,
,,,56,
,,,56,
,,,55,
,,,55,
,,,55,
,,,55,
,,,55,
,,,55,
,,,55,
,,,55,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,54,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,53,
,,,52,
,,,52,
,,,52,
,,,52,
,,,52,
,,,52,
,,,52,
,,,52,
,,,52,
,,,52,
,,,52,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,51,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,50,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
,,,49,
